Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,155.53
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 02:25:49
End Time:,March 06, 2026, 02:28:25
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,1
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,2
13,13.0,0
14,14.0,0
15,15.0,126
16,16.0,630
17,17.0,590
18,18.0,558
19,19.0,538
20,20.0,577
21,21.0,591
22,22.0,722
23,23.0,721
24,24.0,810
25,25.0,835
26,26.0,982
27,27.0,1183
28,28.0,1291
29,29.0,1349
30,30.0,1568
31,31.0,1800
32,32.0,2175
33,33.0,2829
34,34.0,3537
35,35.0,4668
36,36.0,6182
37,37.0,8437
38,38.0,11597
39,39.0,14841
40,40.0,17648
41,41.0,18606
42,42.0,17604
43,43.0,15161
44,44.0,12105
45,45.0,9349
46,46.0,7350
47,47.0,6307
48,48.0,5526
49,49.0,4933
50,50.0,4079
51,51.0,3109
52,52.0,2384
53,53.0,1598
54,54.0,1229
55,55.0,830
56,56.0,693
57,57.0,597
58,58.0,456
59,59.0,474
60,60.0,419
61,61.0,414
62,62.0,433
63,63.0,399
64,64.0,377
65,65.0,424
66,66.0,377
67,67.0,408
68,68.0,430
69,69.0,405
70,70.0,463
71,71.0,506
72,72.0,530
73,73.0,537
74,74.0,661
75,75.0,698
76,76.0,760
77,77.0,812
78,78.0,876
79,79.0,931
80,80.0,925
81,81.0,989
82,82.0,988
83,83.0,922
84,84.0,920
85,85.0,925
86,86.0,914
87,87.0,949
88,88.0,1015
89,89.0,1015
90,90.0,1142
91,91.0,1207
92,92.0,1155
93,93.0,1150
94,94.0,1162
95,95.0,1025
96,96.0,1005
97,97.0,994
98,98.0,945
99,99.0,832
100,100.0,816
101,101.0,743
102,102.0,696
103,103.0,654
104,104.0,642
105,105.0,649
106,106.0,606
107,107.0,600
108,108.0,575
109,109.0,593
110,110.0,591
111,111.0,606
112,112.0,572
113,113.0,656
114,114.0,687
115,115.0,749
116,116.0,839
117,117.0,979
118,118.0,1076
119,119.0,1288
120,120.0,1653
121,121.0,2004
122,122.0,2462
123,123.0,2936
124,124.0,3660
125,125.0,4202
126,126.0,4735
127,127.0,5196
128,128.0,5738
129,129.0,5794
130,130.0,5946
131,131.0,5666
132,132.0,5346
133,133.0,4755
134,134.0,4263
135,135.0,3647
136,136.0,3069
137,137.0,2508
138,138.0,2120
139,139.0,1667
140,140.0,1286
141,141.0,1082
142,142.0,868
143,143.0,764
144,144.0,654
145,145.0,556
146,146.0,519
147,147.0,491
148,148.0,469
149,149.0,445
150,150.0,415
151,151.0,376
152,152.0,399
153,153.0,421
154,154.0,385
155,155.0,386
156,156.0,363
157,157.0,401
158,158.0,379
159,159.0,377
160,160.0,423
161,161.0,399
162,162.0,429
163,163.0,462
164,164.0,432
165,165.0,482
166,166.0,482
167,167.0,512
168,168.0,524
169,169.0,570
170,170.0,558
171,171.0,594
