Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,155.56
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 02:38:20
End Time:,March 06, 2026, 02:40:56
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,3
12,12.0,1
13,13.0,0
14,14.0,0
15,15.0,118
16,16.0,663
17,17.0,581
18,18.0,558
19,19.0,534
20,20.0,597
21,21.0,623
22,22.0,704
23,23.0,722
24,24.0,799
25,25.0,878
26,26.0,933
27,27.0,1141
28,28.0,1246
29,29.0,1432
30,30.0,1640
31,31.0,1800
32,32.0,2280
33,33.0,2755
34,34.0,3499
35,35.0,4561
36,36.0,6320
37,37.0,8577
38,38.0,11669
39,39.0,14874
40,40.0,17532
41,41.0,18786
42,42.0,17752
43,43.0,15135
44,44.0,11997
45,45.0,9351
46,46.0,7263
47,47.0,6244
48,48.0,5473
49,49.0,4932
50,50.0,4108
51,51.0,3201
52,52.0,2422
53,53.0,1658
54,54.0,1160
55,55.0,873
56,56.0,662
57,57.0,572
58,58.0,461
59,59.0,464
60,60.0,427
61,61.0,416
62,62.0,399
63,63.0,417
64,64.0,402
65,65.0,403
66,66.0,374
67,67.0,381
68,68.0,407
69,69.0,423
70,70.0,451
71,71.0,449
72,72.0,482
73,73.0,552
74,74.0,611
75,75.0,702
76,76.0,752
77,77.0,909
78,78.0,957
79,79.0,918
80,80.0,999
81,81.0,932
82,82.0,983
83,83.0,955
84,84.0,980
85,85.0,952
86,86.0,970
87,87.0,941
88,88.0,1052
89,89.0,1051
90,90.0,1162
91,91.0,1148
92,92.0,1205
93,93.0,1203
94,94.0,1101
95,95.0,1098
96,96.0,1063
97,97.0,997
98,98.0,891
99,99.0,905
100,100.0,809
101,101.0,786
102,102.0,718
103,103.0,636
104,104.0,647
105,105.0,646
106,106.0,617
107,107.0,624
108,108.0,570
109,109.0,609
110,110.0,581
111,111.0,582
112,112.0,602
113,113.0,593
114,114.0,689
115,115.0,728
116,116.0,812
117,117.0,948
118,118.0,1093
119,119.0,1345
120,120.0,1639
121,121.0,1986
122,122.0,2436
123,123.0,3180
124,124.0,3582
125,125.0,4081
126,126.0,4836
127,127.0,5146
128,128.0,5625
129,129.0,5873
130,130.0,5811
131,131.0,5694
132,132.0,5136
133,133.0,4859
134,134.0,4329
135,135.0,3699
136,136.0,3202
137,137.0,2574
138,138.0,2020
139,139.0,1720
140,140.0,1312
141,141.0,1024
142,142.0,829
143,143.0,720
144,144.0,616
145,145.0,492
146,146.0,514
147,147.0,432
148,148.0,453
149,149.0,426
150,150.0,415
151,151.0,462
152,152.0,423
153,153.0,384
154,154.0,403
155,155.0,409
156,156.0,429
157,157.0,387
158,158.0,407
159,159.0,398
160,160.0,437
161,161.0,424
162,162.0,445
163,163.0,434
164,164.0,414
165,165.0,499
166,166.0,499
167,167.0,510
168,168.0,558
169,169.0,576
170,170.0,584
171,171.0,615
