Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,151.27
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 02:04:50
End Time:,March 06, 2026, 02:07:21
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,0
13,13.0,0
14,14.0,0
15,15.0,7
16,16.0,39
17,17.0,24
18,18.0,41
19,19.0,41
20,20.0,41
21,21.0,65
22,22.0,66
23,23.0,60
24,24.0,92
25,25.0,70
26,26.0,113
27,27.0,113
28,28.0,126
29,29.0,162
30,30.0,139
31,31.0,151
32,32.0,146
33,33.0,142
34,34.0,147
35,35.0,121
36,36.0,124
37,37.0,120
38,38.0,126
39,39.0,102
40,40.0,105
41,41.0,132
42,42.0,106
43,43.0,111
44,44.0,110
45,45.0,102
46,46.0,108
47,47.0,108
48,48.0,93
49,49.0,82
50,50.0,90
51,51.0,81
52,52.0,71
53,53.0,95
54,54.0,94
55,55.0,100
56,56.0,92
57,57.0,92
58,58.0,114
59,59.0,91
60,60.0,119
61,61.0,89
62,62.0,106
63,63.0,97
64,64.0,91
65,65.0,93
66,66.0,120
67,67.0,130
68,68.0,132
69,69.0,143
70,70.0,157
71,71.0,171
72,72.0,176
73,73.0,239
74,74.0,241
75,75.0,310
76,76.0,348
77,77.0,408
78,78.0,413
79,79.0,428
80,80.0,468
81,81.0,485
82,82.0,440
83,83.0,432
84,84.0,425
85,85.0,394
86,86.0,460
87,87.0,475
88,88.0,554
89,89.0,507
90,90.0,532
91,91.0,606
92,92.0,597
93,93.0,637
94,94.0,589
95,95.0,640
96,96.0,615
97,97.0,599
98,98.0,540
99,99.0,520
100,100.0,454
101,101.0,478
102,102.0,432
103,103.0,404
104,104.0,382
105,105.0,393
106,106.0,398
107,107.0,355
108,108.0,361
109,109.0,332
110,110.0,358
111,111.0,340
112,112.0,379
113,113.0,399
114,114.0,446
115,115.0,478
116,116.0,525
117,117.0,667
118,118.0,842
119,119.0,1071
120,120.0,1323
121,121.0,1648
122,122.0,2101
123,123.0,2642
124,124.0,3222
125,125.0,3760
126,126.0,4413
127,127.0,4854
128,128.0,5274
129,129.0,5187
130,130.0,5323
131,131.0,5010
132,132.0,4830
133,133.0,4318
134,134.0,3813
135,135.0,3288
136,136.0,2723
137,137.0,2310
138,138.0,1849
139,139.0,1535
140,140.0,1295
141,141.0,1135
142,142.0,911
143,143.0,846
144,144.0,790
145,145.0,776
146,146.0,644
147,147.0,576
148,148.0,524
149,149.0,445
150,150.0,415
151,151.0,343
152,152.0,271
153,153.0,239
154,154.0,216
155,155.0,142
156,156.0,124
157,157.0,80
158,158.0,80
159,159.0,61
160,160.0,62
161,161.0,49
162,162.0,56
163,163.0,39
164,164.0,41
165,165.0,43
166,166.0,41
167,167.0,38
168,168.0,37
169,169.0,56
170,170.0,55
171,171.0,37
172,172.0,47
173,173.0,42
174,174.0,38
175,175.0,45
