Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,153.15
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 01:03:07
End Time:,March 06, 2026, 01:05:41
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,0
13,13.0,0
14,14.0,0
15,15.0,38
16,16.0,231
17,17.0,237
18,18.0,271
19,19.0,325
20,20.0,360
21,21.0,334
22,22.0,367
23,23.0,382
24,24.0,377
25,25.0,385
26,26.0,403
27,27.0,444
28,28.0,422
29,29.0,459
30,30.0,449
31,31.0,444
32,32.0,421
33,33.0,419
34,34.0,410
35,35.0,421
36,36.0,404
37,37.0,395
38,38.0,404
39,39.0,410
40,40.0,427
41,41.0,416
42,42.0,446
43,43.0,462
44,44.0,446
45,45.0,450
46,46.0,418
47,47.0,478
48,48.0,423
49,49.0,400
50,50.0,443
51,51.0,385
52,52.0,412
53,53.0,381
54,54.0,393
55,55.0,432
56,56.0,407
57,57.0,411
58,58.0,390
59,59.0,403
60,60.0,419
61,61.0,424
62,62.0,434
63,63.0,415
64,64.0,400
65,65.0,421
66,66.0,421
67,67.0,397
68,68.0,459
69,69.0,403
70,70.0,429
71,71.0,453
72,72.0,456
73,73.0,496
74,74.0,550
75,75.0,562
76,76.0,655
77,77.0,670
78,78.0,725
79,79.0,821
80,80.0,775
81,81.0,770
82,82.0,822
83,83.0,786
84,84.0,754
85,85.0,669
86,86.0,639
87,87.0,598
88,88.0,592
89,89.0,536
90,90.0,560
91,91.0,565
92,92.0,547
93,93.0,569
94,94.0,510
95,95.0,537
96,96.0,486
97,97.0,469
98,98.0,474
99,99.0,450
100,100.0,427
101,101.0,419
102,102.0,434
103,103.0,377
104,104.0,377
105,105.0,390
106,106.0,366
107,107.0,365
108,108.0,368
109,109.0,437
110,110.0,383
111,111.0,382
112,112.0,383
113,113.0,412
114,114.0,376
115,115.0,368
116,116.0,397
117,117.0,367
118,118.0,397
119,119.0,380
120,120.0,375
121,121.0,388
122,122.0,380
123,123.0,377
124,124.0,369
125,125.0,395
126,126.0,389
127,127.0,388
128,128.0,389
129,129.0,417
130,130.0,419
131,131.0,440
132,132.0,412
133,133.0,402
134,134.0,386
135,135.0,435
136,136.0,408
137,137.0,405
138,138.0,405
139,139.0,408
140,140.0,411
141,141.0,392
142,142.0,428
143,143.0,382
144,144.0,439
145,145.0,391
146,146.0,348
147,147.0,395
148,148.0,375
149,149.0,421
150,150.0,399
151,151.0,374
152,152.0,380
153,153.0,398
154,154.0,364
155,155.0,386
156,156.0,388
157,157.0,419
158,158.0,413
159,159.0,414
160,160.0,402
161,161.0,421
162,162.0,359
163,163.0,383
164,164.0,412
165,165.0,387
166,166.0,388
167,167.0,411
168,168.0,440
169,169.0,464
170,170.0,385
171,171.0,416
172,172.0,445
173,173.0,430
174,174.0,458
175,175.0,450
176,176.0,459
177,177.0,435
178,178.0,462
