Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,153.14
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 01:06:09
End Time:,March 06, 2026, 01:08:42
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,0
13,13.0,0
14,14.0,0
15,15.0,36
16,16.0,239
17,17.0,236
18,18.0,293
19,19.0,300
20,20.0,304
21,21.0,365
22,22.0,378
23,23.0,340
24,24.0,391
25,25.0,384
26,26.0,370
27,27.0,460
28,28.0,429
29,29.0,422
30,30.0,456
31,31.0,452
32,32.0,448
33,33.0,421
34,34.0,432
35,35.0,395
36,36.0,386
37,37.0,437
38,38.0,416
39,39.0,388
40,40.0,456
41,41.0,405
42,42.0,396
43,43.0,408
44,44.0,430
45,45.0,467
46,46.0,428
47,47.0,468
48,48.0,427
49,49.0,438
50,50.0,394
51,51.0,427
52,52.0,389
53,53.0,432
54,54.0,390
55,55.0,397
56,56.0,368
57,57.0,413
58,58.0,382
59,59.0,389
60,60.0,392
61,61.0,407
62,62.0,423
63,63.0,406
64,64.0,398
65,65.0,413
66,66.0,429
67,67.0,424
68,68.0,442
69,69.0,423
70,70.0,418
71,71.0,446
72,72.0,467
73,73.0,476
74,74.0,524
75,75.0,555
76,76.0,570
77,77.0,642
78,78.0,716
79,79.0,763
80,80.0,773
81,81.0,792
82,82.0,787
83,83.0,793
84,84.0,729
85,85.0,678
86,86.0,623
87,87.0,578
88,88.0,585
89,89.0,540
90,90.0,558
91,91.0,562
92,92.0,560
93,93.0,564
94,94.0,556
95,95.0,520
96,96.0,513
97,97.0,470
98,98.0,462
99,99.0,416
100,100.0,418
101,101.0,428
102,102.0,408
103,103.0,416
104,104.0,359
105,105.0,370
106,106.0,387
107,107.0,362
108,108.0,402
109,109.0,344
110,110.0,382
111,111.0,376
112,112.0,408
113,113.0,415
114,114.0,398
115,115.0,424
116,116.0,387
117,117.0,353
118,118.0,368
119,119.0,368
120,120.0,419
121,121.0,410
122,122.0,380
123,123.0,408
124,124.0,410
125,125.0,369
126,126.0,402
127,127.0,389
128,128.0,417
129,129.0,399
130,130.0,410
131,131.0,400
132,132.0,377
133,133.0,417
134,134.0,416
135,135.0,377
136,136.0,398
137,137.0,411
138,138.0,417
139,139.0,401
140,140.0,410
141,141.0,397
142,142.0,404
143,143.0,394
144,144.0,368
145,145.0,368
146,146.0,394
147,147.0,391
148,148.0,387
149,149.0,408
150,150.0,389
151,151.0,398
152,152.0,393
153,153.0,409
154,154.0,424
155,155.0,404
156,156.0,416
157,157.0,356
158,158.0,395
159,159.0,402
160,160.0,399
161,161.0,390
162,162.0,401
163,163.0,408
164,164.0,381
165,165.0,421
166,166.0,403
167,167.0,388
168,168.0,419
169,169.0,400
170,170.0,363
171,171.0,423
172,172.0,428
173,173.0,442
174,174.0,421
175,175.0,412
176,176.0,418
177,177.0,454
178,178.0,485
