Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,155.56
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 02:16:18
End Time:,March 06, 2026, 02:18:54
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,1
12,12.0,1
13,13.0,1
14,14.0,1
15,15.0,93
16,16.0,627
17,17.0,595
18,18.0,557
19,19.0,550
20,20.0,571
21,21.0,594
22,22.0,730
23,23.0,798
24,24.0,864
25,25.0,885
26,26.0,1055
27,27.0,1082
28,28.0,1288
29,29.0,1423
30,30.0,1624
31,31.0,1814
32,32.0,2326
33,33.0,2768
34,34.0,3494
35,35.0,4596
36,36.0,6289
37,37.0,8583
38,38.0,11905
39,39.0,15026
40,40.0,17521
41,41.0,18734
42,42.0,17821
43,43.0,15071
44,44.0,12086
45,45.0,9159
46,46.0,7523
47,47.0,6181
48,48.0,5706
49,49.0,4929
50,50.0,4124
51,51.0,3287
52,52.0,2481
53,53.0,1645
54,54.0,1200
55,55.0,843
56,56.0,656
57,57.0,528
58,58.0,478
59,59.0,432
60,60.0,430
61,61.0,393
62,62.0,391
63,63.0,428
64,64.0,410
65,65.0,388
66,66.0,398
67,67.0,409
68,68.0,427
69,69.0,427
70,70.0,466
71,71.0,454
72,72.0,512
73,73.0,529
74,74.0,597
75,75.0,740
76,76.0,725
77,77.0,826
78,78.0,913
79,79.0,935
80,80.0,1008
81,81.0,1011
82,82.0,1021
83,83.0,898
84,84.0,889
85,85.0,895
86,86.0,931
87,87.0,1022
88,88.0,970
89,89.0,1023
90,90.0,1136
91,91.0,1157
92,92.0,1183
93,93.0,1154
94,94.0,1175
95,95.0,1094
96,96.0,1071
97,97.0,984
98,98.0,961
99,99.0,884
100,100.0,824
101,101.0,777
102,102.0,717
103,103.0,656
104,104.0,600
105,105.0,625
106,106.0,611
107,107.0,615
108,108.0,620
109,109.0,604
110,110.0,563
111,111.0,566
112,112.0,649
113,113.0,649
114,114.0,679
115,115.0,749
116,116.0,845
117,117.0,959
118,118.0,1112
119,119.0,1391
120,120.0,1626
121,121.0,2007
122,122.0,2521
123,123.0,3011
124,124.0,3657
125,125.0,4176
126,126.0,4829
127,127.0,5237
128,128.0,5599
129,129.0,5770
130,130.0,5850
131,131.0,5728
132,132.0,5258
133,133.0,4845
134,134.0,4262
135,135.0,3627
136,136.0,3088
137,137.0,2522
138,138.0,2013
139,139.0,1639
140,140.0,1280
141,141.0,1021
142,142.0,875
143,143.0,728
144,144.0,618
145,145.0,528
146,146.0,538
147,147.0,501
148,148.0,431
149,149.0,428
150,150.0,436
151,151.0,413
152,152.0,446
153,153.0,418
154,154.0,412
155,155.0,403
156,156.0,399
157,157.0,384
158,158.0,405
159,159.0,446
160,160.0,398
161,161.0,397
162,162.0,432
163,163.0,492
164,164.0,465
165,165.0,441
166,166.0,519
167,167.0,515
168,168.0,494
169,169.0,548
170,170.0,561
