Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,155.52
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 02:22:33
End Time:,March 06, 2026, 02:25:09
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,1
13,13.0,0
14,14.0,0
15,15.0,132
16,16.0,620
17,17.0,597
18,18.0,624
19,19.0,564
20,20.0,607
21,21.0,651
22,22.0,700
23,23.0,758
24,24.0,811
25,25.0,912
26,26.0,1023
27,27.0,1165
28,28.0,1322
29,29.0,1437
30,30.0,1630
31,31.0,1878
32,32.0,2217
33,33.0,2824
34,34.0,3543
35,35.0,4643
36,36.0,6368
37,37.0,8288
38,38.0,11703
39,39.0,14647
40,40.0,17773
41,41.0,18799
42,42.0,17840
43,43.0,15211
44,44.0,12014
45,45.0,9206
46,46.0,7448
47,47.0,6161
48,48.0,5644
49,49.0,4880
50,50.0,4130
51,51.0,3237
52,52.0,2484
53,53.0,1673
54,54.0,1187
55,55.0,874
56,56.0,630
57,57.0,560
58,58.0,463
59,59.0,418
60,60.0,472
61,61.0,384
62,62.0,425
63,63.0,360
64,64.0,368
65,65.0,392
66,66.0,400
67,67.0,390
68,68.0,429
69,69.0,415
70,70.0,478
71,71.0,458
72,72.0,521
73,73.0,533
74,74.0,639
75,75.0,713
76,76.0,815
77,77.0,859
78,78.0,903
79,79.0,956
80,80.0,1005
81,81.0,988
82,82.0,961
83,83.0,941
84,84.0,903
85,85.0,963
86,86.0,1018
87,87.0,939
88,88.0,1022
89,89.0,1153
90,90.0,1172
91,91.0,1136
92,92.0,1221
93,93.0,1112
94,94.0,1150
95,95.0,1095
96,96.0,1050
97,97.0,947
98,98.0,956
99,99.0,887
100,100.0,821
101,101.0,778
102,102.0,772
103,103.0,681
104,104.0,631
105,105.0,627
106,106.0,626
107,107.0,555
108,108.0,591
109,109.0,633
110,110.0,583
111,111.0,567
112,112.0,629
113,113.0,656
114,114.0,679
115,115.0,759
116,116.0,886
117,117.0,934
118,118.0,1125
119,119.0,1379
120,120.0,1701
121,121.0,1981
122,122.0,2461
123,123.0,2966
124,124.0,3533
125,125.0,4085
126,126.0,4897
127,127.0,5293
128,128.0,5518
129,129.0,5786
130,130.0,5960
131,131.0,5724
132,132.0,5272
133,133.0,4742
134,134.0,4325
135,135.0,3646
136,136.0,3106
137,137.0,2515
138,138.0,2064
139,139.0,1692
140,140.0,1315
141,141.0,1017
142,142.0,838
143,143.0,698
144,144.0,598
145,145.0,515
146,146.0,542
147,147.0,479
148,148.0,409
149,149.0,433
150,150.0,425
151,151.0,406
152,152.0,381
153,153.0,419
154,154.0,437
155,155.0,381
156,156.0,368
157,157.0,399
158,158.0,392
159,159.0,390
160,160.0,416
161,161.0,455
162,162.0,422
163,163.0,435
164,164.0,448
165,165.0,435
166,166.0,463
167,167.0,470
168,168.0,550
169,169.0,547
170,170.0,566
