Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,153.17
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 01:15:05
End Time:,March 06, 2026, 01:17:39
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,0
13,13.0,0
14,14.0,1
15,15.0,70
16,16.0,213
17,17.0,245
18,18.0,271
19,19.0,309
20,20.0,325
21,21.0,322
22,22.0,328
23,23.0,329
24,24.0,394
25,25.0,378
26,26.0,418
27,27.0,444
28,28.0,449
29,29.0,443
30,30.0,426
31,31.0,404
32,32.0,446
33,33.0,437
34,34.0,441
35,35.0,435
36,36.0,415
37,37.0,410
38,38.0,460
39,39.0,416
40,40.0,433
41,41.0,466
42,42.0,412
43,43.0,443
44,44.0,409
45,45.0,431
46,46.0,403
47,47.0,412
48,48.0,437
49,49.0,414
50,50.0,443
51,51.0,411
52,52.0,406
53,53.0,408
54,54.0,391
55,55.0,393
56,56.0,399
57,57.0,393
58,58.0,370
59,59.0,369
60,60.0,407
61,61.0,396
62,62.0,397
63,63.0,412
64,64.0,406
65,65.0,410
66,66.0,416
67,67.0,376
68,68.0,418
69,69.0,417
70,70.0,453
71,71.0,453
72,72.0,487
73,73.0,442
74,74.0,499
75,75.0,575
76,76.0,577
77,77.0,681
78,78.0,726
79,79.0,740
80,80.0,747
81,81.0,771
82,82.0,854
83,83.0,767
84,84.0,770
85,85.0,687
86,86.0,649
87,87.0,595
88,88.0,599
89,89.0,589
90,90.0,571
91,91.0,518
92,92.0,528
93,93.0,559
94,94.0,560
95,95.0,543
96,96.0,511
97,97.0,494
98,98.0,450
99,99.0,453
100,100.0,413
101,101.0,446
102,102.0,409
103,103.0,419
104,104.0,403
105,105.0,418
106,106.0,384
107,107.0,404
108,108.0,378
109,109.0,368
110,110.0,390
111,111.0,355
112,112.0,383
113,113.0,377
114,114.0,398
115,115.0,363
116,116.0,360
117,117.0,378
118,118.0,374
119,119.0,392
120,120.0,377
121,121.0,394
122,122.0,393
123,123.0,378
124,124.0,364
125,125.0,390
126,126.0,423
127,127.0,404
128,128.0,404
129,129.0,423
130,130.0,432
131,131.0,406
132,132.0,411
133,133.0,377
134,134.0,413
135,135.0,427
136,136.0,390
137,137.0,378
138,138.0,396
139,139.0,400
140,140.0,420
141,141.0,415
142,142.0,400
143,143.0,399
144,144.0,383
145,145.0,433
146,146.0,404
147,147.0,354
148,148.0,431
149,149.0,358
150,150.0,381
151,151.0,386
152,152.0,417
153,153.0,352
154,154.0,386
155,155.0,409
156,156.0,382
157,157.0,383
158,158.0,407
159,159.0,421
160,160.0,392
161,161.0,386
162,162.0,361
163,163.0,374
164,164.0,402
165,165.0,388
166,166.0,426
167,167.0,435
168,168.0,413
169,169.0,436
170,170.0,408
171,171.0,419
172,172.0,469
173,173.0,437
174,174.0,410
175,175.0,434
176,176.0,421
177,177.0,515
178,178.0,442
