Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,151.22
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 01:51:01
End Time:,March 06, 2026, 01:53:32
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,0
13,13.0,0
14,14.0,0
15,15.0,3
16,16.0,43
17,17.0,41
18,18.0,32
19,19.0,48
20,20.0,40
21,21.0,57
22,22.0,69
23,23.0,62
24,24.0,56
25,25.0,60
26,26.0,74
27,27.0,85
28,28.0,91
29,29.0,107
30,30.0,93
31,31.0,116
32,32.0,87
33,33.0,117
34,34.0,100
35,35.0,104
36,36.0,90
37,37.0,92
38,38.0,107
39,39.0,112
40,40.0,97
41,41.0,109
42,42.0,103
43,43.0,104
44,44.0,115
45,45.0,89
46,46.0,88
47,47.0,98
48,48.0,99
49,49.0,74
50,50.0,63
51,51.0,76
52,52.0,82
53,53.0,77
54,54.0,66
55,55.0,86
56,56.0,63
57,57.0,72
58,58.0,75
59,59.0,90
60,60.0,82
61,61.0,84
62,62.0,86
63,63.0,90
64,64.0,103
65,65.0,99
66,66.0,100
67,67.0,128
68,68.0,125
69,69.0,123
70,70.0,132
71,71.0,172
72,72.0,173
73,73.0,199
74,74.0,221
75,75.0,274
76,76.0,326
77,77.0,378
78,78.0,383
79,79.0,413
80,80.0,408
81,81.0,418
82,82.0,406
83,83.0,356
84,84.0,379
85,85.0,394
86,86.0,387
87,87.0,374
88,88.0,446
89,89.0,452
90,90.0,529
91,91.0,540
92,92.0,574
93,93.0,555
94,94.0,593
95,95.0,607
96,96.0,624
97,97.0,587
98,98.0,567
99,99.0,530
100,100.0,516
101,101.0,449
102,102.0,438
103,103.0,418
104,104.0,388
105,105.0,378
106,106.0,364
107,107.0,329
108,108.0,350
109,109.0,337
110,110.0,321
111,111.0,334
112,112.0,349
113,113.0,377
114,114.0,422
115,115.0,447
116,116.0,523
117,117.0,601
118,118.0,734
119,119.0,950
120,120.0,1198
121,121.0,1565
122,122.0,1926
123,123.0,2418
124,124.0,2979
125,125.0,3462
126,126.0,3949
127,127.0,4731
128,128.0,4930
129,129.0,5280
130,130.0,5375
131,131.0,5149
132,132.0,4948
133,133.0,4557
134,134.0,4018
135,135.0,3607
136,136.0,3066
137,137.0,2589
138,138.0,2101
139,139.0,1657
140,140.0,1467
141,141.0,1217
142,142.0,1029
143,143.0,912
144,144.0,786
145,145.0,765
146,146.0,678
147,147.0,610
148,148.0,544
149,149.0,492
150,150.0,425
151,151.0,345
152,152.0,287
153,153.0,236
154,154.0,237
155,155.0,153
156,156.0,127
157,157.0,105
158,158.0,89
159,159.0,78
160,160.0,52
161,161.0,69
162,162.0,36
163,163.0,39
164,164.0,49
165,165.0,27
166,166.0,41
167,167.0,33
168,168.0,24
169,169.0,32
170,170.0,28
171,171.0,36
172,172.0,39
173,173.0,26
174,174.0,36
175,175.0,34
