Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,158.52
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 12:43:01
End Time:,March 06, 2026, 12:45:40
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,1
12,12.0,1
13,13.0,0
14,14.0,1
15,15.0,121
16,16.0,956
17,17.0,952
18,18.0,1122
19,19.0,1171
20,20.0,1323
21,21.0,1437
22,22.0,1685
23,23.0,2175
24,24.0,3034
25,25.0,4776
26,26.0,8474
27,27.0,15438
28,28.0,26260
29,29.0,40339
30,30.0,51591
31,31.0,52881
32,32.0,46898
33,33.0,35547
34,34.0,24691
35,35.0,16919
36,36.0,11894
37,37.0,8344
38,38.0,5546
39,39.0,3582
40,40.0,2171
41,41.0,1360
42,42.0,1023
43,43.0,863
44,44.0,782
45,45.0,840
46,46.0,917
47,47.0,860
48,48.0,1099
49,49.0,1199
50,50.0,1305
51,51.0,1474
52,52.0,1585
53,53.0,1708
54,54.0,1762
55,55.0,1753
56,56.0,1857
57,57.0,1780
58,58.0,1773
59,59.0,1604
60,60.0,1490
61,61.0,1370
62,62.0,1360
63,63.0,1356
64,64.0,1418
65,65.0,1633
66,66.0,1852
67,67.0,2007
68,68.0,2041
69,69.0,2165
70,70.0,2187
71,71.0,2103
72,72.0,2112
73,73.0,2121
74,74.0,2028
75,75.0,1974
76,76.0,2120
77,77.0,2232
78,78.0,2521
79,79.0,2776
80,80.0,3249
81,81.0,3846
82,82.0,4563
83,83.0,5616
84,84.0,6823
85,85.0,8178
86,86.0,9399
87,87.0,10690
88,88.0,11670
89,89.0,11501
90,90.0,11104
91,91.0,9881
92,92.0,8385
93,93.0,6808
94,94.0,5155
95,95.0,3832
96,96.0,2775
97,97.0,1943
98,98.0,1333
99,99.0,968
100,100.0,684
101,101.0,624
102,102.0,533
103,103.0,496
104,104.0,453
105,105.0,475
106,106.0,478
107,107.0,468
108,108.0,515
109,109.0,518
110,110.0,494
111,111.0,507
112,112.0,459
113,113.0,580
114,114.0,573
115,115.0,586
116,116.0,582
117,117.0,604
118,118.0,645
119,119.0,641
120,120.0,733
121,121.0,747
122,122.0,790
123,123.0,820
124,124.0,892
125,125.0,921
126,126.0,960
127,127.0,897
128,128.0,949
129,129.0,862
130,130.0,804
131,131.0,778
132,132.0,714
133,133.0,717
134,134.0,594
135,135.0,530
136,136.0,538
137,137.0,515
138,138.0,515
139,139.0,468
140,140.0,444
141,141.0,496
142,142.0,442
143,143.0,482
144,144.0,453
145,145.0,476
146,146.0,475
147,147.0,493
148,148.0,520
149,149.0,514
150,150.0,521
151,151.0,474
152,152.0,550
153,153.0,566
154,154.0,560
155,155.0,566
156,156.0,558
157,157.0,623
158,158.0,587
159,159.0,600
160,160.0,662
161,161.0,652
162,162.0,634
163,163.0,683
164,164.0,700
165,165.0,737
166,166.0,721
167,167.0,707
168,168.0,767
169,169.0,739
