Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,153.16
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 01:00:06
End Time:,March 06, 2026, 01:02:40
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,2
13,13.0,0
14,14.0,0
15,15.0,40
16,16.0,230
17,17.0,272
18,18.0,295
19,19.0,305
20,20.0,331
21,21.0,320
22,22.0,363
23,23.0,348
24,24.0,367
25,25.0,381
26,26.0,380
27,27.0,452
28,28.0,443
29,29.0,426
30,30.0,458
31,31.0,436
32,32.0,446
33,33.0,394
34,34.0,433
35,35.0,413
36,36.0,425
37,37.0,427
38,38.0,416
39,39.0,449
40,40.0,411
41,41.0,440
42,42.0,435
43,43.0,394
44,44.0,413
45,45.0,432
46,46.0,458
47,47.0,416
48,48.0,470
49,49.0,414
50,50.0,412
51,51.0,379
52,52.0,445
53,53.0,398
54,54.0,387
55,55.0,395
56,56.0,442
57,57.0,399
58,58.0,428
59,59.0,448
60,60.0,421
61,61.0,387
62,62.0,440
63,63.0,419
64,64.0,421
65,65.0,424
66,66.0,406
67,67.0,442
68,68.0,443
69,69.0,400
70,70.0,456
71,71.0,458
72,72.0,474
73,73.0,529
74,74.0,540
75,75.0,558
76,76.0,627
77,77.0,667
78,78.0,758
79,79.0,774
80,80.0,777
81,81.0,793
82,82.0,755
83,83.0,776
84,84.0,731
85,85.0,650
86,86.0,616
87,87.0,582
88,88.0,563
89,89.0,539
90,90.0,604
91,91.0,573
92,92.0,566
93,93.0,578
94,94.0,587
95,95.0,491
96,96.0,484
97,97.0,463
98,98.0,439
99,99.0,438
100,100.0,416
101,101.0,385
102,102.0,373
103,103.0,412
104,104.0,369
105,105.0,371
106,106.0,380
107,107.0,389
108,108.0,352
109,109.0,351
110,110.0,379
111,111.0,371
112,112.0,376
113,113.0,380
114,114.0,399
115,115.0,406
116,116.0,379
117,117.0,393
118,118.0,368
119,119.0,368
120,120.0,372
121,121.0,391
122,122.0,402
123,123.0,401
124,124.0,420
125,125.0,409
126,126.0,416
127,127.0,377
128,128.0,409
129,129.0,381
130,130.0,422
131,131.0,428
132,132.0,391
133,133.0,395
134,134.0,415
135,135.0,386
136,136.0,420
137,137.0,397
138,138.0,396
139,139.0,392
140,140.0,398
141,141.0,404
142,142.0,409
143,143.0,378
144,144.0,370
145,145.0,362
146,146.0,381
147,147.0,410
148,148.0,348
149,149.0,412
150,150.0,378
151,151.0,382
152,152.0,409
153,153.0,425
154,154.0,395
155,155.0,429
156,156.0,383
157,157.0,403
158,158.0,391
159,159.0,373
160,160.0,402
161,161.0,399
162,162.0,395
163,163.0,401
164,164.0,414
165,165.0,387
166,166.0,404
167,167.0,425
168,168.0,405
169,169.0,421
170,170.0,405
171,171.0,425
172,172.0,375
173,173.0,387
174,174.0,438
175,175.0,433
176,176.0,442
177,177.0,445
178,178.0,452
