Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,151.48
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 01:54:03
End Time:,March 06, 2026, 01:56:35
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,0
13,13.0,0
14,14.0,0
15,15.0,10
16,16.0,60
17,17.0,58
18,18.0,62
19,19.0,72
20,20.0,65
21,21.0,78
22,22.0,91
23,23.0,100
24,24.0,105
25,25.0,125
26,26.0,144
27,27.0,174
28,28.0,215
29,29.0,240
30,30.0,273
31,31.0,274
32,32.0,286
33,33.0,222
34,34.0,212
35,35.0,208
36,36.0,190
37,37.0,171
38,38.0,182
39,39.0,186
40,40.0,198
41,41.0,170
42,42.0,173
43,43.0,186
44,44.0,149
45,45.0,136
46,46.0,140
47,47.0,134
48,48.0,118
49,49.0,143
50,50.0,122
51,51.0,121
52,52.0,127
53,53.0,108
54,54.0,102
55,55.0,146
56,56.0,113
57,57.0,130
58,58.0,97
59,59.0,132
60,60.0,136
61,61.0,120
62,62.0,144
63,63.0,124
64,64.0,141
65,65.0,139
66,66.0,162
67,67.0,150
68,68.0,178
69,69.0,193
70,70.0,191
71,71.0,209
72,72.0,240
73,73.0,249
74,74.0,301
75,75.0,344
76,76.0,412
77,77.0,471
78,78.0,476
79,79.0,459
80,80.0,530
81,81.0,497
82,82.0,509
83,83.0,453
84,84.0,490
85,85.0,499
86,86.0,507
87,87.0,550
88,88.0,574
89,89.0,578
90,90.0,665
91,91.0,659
92,92.0,656
93,93.0,714
94,94.0,634
95,95.0,682
96,96.0,616
97,97.0,651
98,98.0,582
99,99.0,594
100,100.0,509
101,101.0,523
102,102.0,474
103,103.0,439
104,104.0,422
105,105.0,432
106,106.0,388
107,107.0,391
108,108.0,380
109,109.0,393
110,110.0,426
111,111.0,397
112,112.0,373
113,113.0,414
114,114.0,459
115,115.0,489
116,116.0,567
117,117.0,670
118,118.0,800
119,119.0,1004
120,120.0,1218
121,121.0,1544
122,122.0,1990
123,123.0,2396
124,124.0,2995
125,125.0,3515
126,126.0,4154
127,127.0,4411
128,128.0,5156
129,129.0,5260
130,130.0,5349
131,131.0,5269
132,132.0,4974
133,133.0,4618
134,134.0,4082
135,135.0,3553
136,136.0,3027
137,137.0,2538
138,138.0,2177
139,139.0,1767
140,140.0,1386
141,141.0,1252
142,142.0,1030
143,143.0,910
144,144.0,833
145,145.0,774
146,146.0,695
147,147.0,658
148,148.0,576
149,149.0,531
150,150.0,475
151,151.0,381
152,152.0,314
153,153.0,289
154,154.0,256
155,155.0,185
156,156.0,173
157,157.0,149
158,158.0,96
159,159.0,98
160,160.0,125
161,161.0,96
162,162.0,83
163,163.0,87
164,164.0,73
165,165.0,80
166,166.0,71
167,167.0,71
168,168.0,72
169,169.0,62
170,170.0,73
171,171.0,76
172,172.0,65
173,173.0,70
174,174.0,63
175,175.0,80
