Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,151.22
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 01:47:48
End Time:,March 06, 2026, 01:50:19
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,0
13,13.0,0
14,14.0,0
15,15.0,4
16,16.0,30
17,17.0,29
18,18.0,45
19,19.0,42
20,20.0,50
21,21.0,48
22,22.0,52
23,23.0,71
24,24.0,55
25,25.0,68
26,26.0,66
27,27.0,80
28,28.0,89
29,29.0,82
30,30.0,104
31,31.0,101
32,32.0,100
33,33.0,93
34,34.0,136
35,35.0,90
36,36.0,112
37,37.0,103
38,38.0,106
39,39.0,111
40,40.0,96
41,41.0,94
42,42.0,79
43,43.0,93
44,44.0,75
45,45.0,95
46,46.0,79
47,47.0,88
48,48.0,85
49,49.0,72
50,50.0,67
51,51.0,74
52,52.0,77
53,53.0,81
54,54.0,76
55,55.0,83
56,56.0,87
57,57.0,63
58,58.0,84
59,59.0,79
60,60.0,96
61,61.0,81
62,62.0,100
63,63.0,93
64,64.0,94
65,65.0,77
66,66.0,92
67,67.0,106
68,68.0,127
69,69.0,112
70,70.0,143
71,71.0,154
72,72.0,171
73,73.0,205
74,74.0,235
75,75.0,245
76,76.0,295
77,77.0,316
78,78.0,394
79,79.0,409
80,80.0,384
81,81.0,454
82,82.0,424
83,83.0,366
84,84.0,372
85,85.0,368
86,86.0,333
87,87.0,405
88,88.0,419
89,89.0,495
90,90.0,488
91,91.0,601
92,92.0,613
93,93.0,599
94,94.0,595
95,95.0,676
96,96.0,570
97,97.0,608
98,98.0,525
99,99.0,536
100,100.0,420
101,101.0,451
102,102.0,414
103,103.0,393
104,104.0,402
105,105.0,359
106,106.0,375
107,107.0,360
108,108.0,362
109,109.0,332
110,110.0,343
111,111.0,366
112,112.0,355
113,113.0,334
114,114.0,419
115,115.0,468
116,116.0,539
117,117.0,605
118,118.0,779
119,119.0,876
120,120.0,1073
121,121.0,1465
122,122.0,1803
123,123.0,2346
124,124.0,2967
125,125.0,3447
126,126.0,3996
127,127.0,4429
128,128.0,4814
129,129.0,5185
130,130.0,5380
131,131.0,5142
132,132.0,4964
133,133.0,4609
134,134.0,4109
135,135.0,3562
136,136.0,3177
137,137.0,2540
138,138.0,2082
139,139.0,1765
140,140.0,1386
141,141.0,1253
142,142.0,1091
143,143.0,878
144,144.0,800
145,145.0,756
146,146.0,667
147,147.0,622
148,148.0,572
149,149.0,521
150,150.0,451
151,151.0,378
152,152.0,311
153,153.0,261
154,154.0,219
155,155.0,181
156,156.0,134
157,157.0,107
158,158.0,71
159,159.0,65
160,160.0,61
161,161.0,43
162,162.0,31
163,163.0,35
164,164.0,43
165,165.0,35
166,166.0,29
167,167.0,37
168,168.0,30
169,169.0,23
170,170.0,31
171,171.0,34
172,172.0,32
173,173.0,37
174,174.0,42
175,175.0,46
