Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,155.53
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 02:35:18
End Time:,March 06, 2026, 02:37:54
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,2
11,11.0,1
12,12.0,1
13,13.0,2
14,14.0,1
15,15.0,129
16,16.0,606
17,17.0,567
18,18.0,539
19,19.0,591
20,20.0,604
21,21.0,624
22,22.0,676
23,23.0,719
24,24.0,821
25,25.0,888
26,26.0,1041
27,27.0,1135
28,28.0,1282
29,29.0,1450
30,30.0,1570
31,31.0,1912
32,32.0,2268
33,33.0,2723
34,34.0,3504
35,35.0,4581
36,36.0,6067
37,37.0,8580
38,38.0,11576
39,39.0,14773
40,40.0,17564
41,41.0,18542
42,42.0,17653
43,43.0,15396
44,44.0,12041
45,45.0,9264
46,46.0,7391
47,47.0,6198
48,48.0,5628
49,49.0,4962
50,50.0,4175
51,51.0,3271
52,52.0,2348
53,53.0,1732
54,54.0,1193
55,55.0,860
56,56.0,633
57,57.0,517
58,58.0,471
59,59.0,476
60,60.0,428
61,61.0,406
62,62.0,427
63,63.0,403
64,64.0,447
65,65.0,400
66,66.0,431
67,67.0,403
68,68.0,425
69,69.0,418
70,70.0,421
71,71.0,475
72,72.0,507
73,73.0,526
74,74.0,635
75,75.0,695
76,76.0,784
77,77.0,829
78,78.0,877
79,79.0,958
80,80.0,983
81,81.0,1051
82,82.0,958
83,83.0,878
84,84.0,911
85,85.0,978
86,86.0,997
87,87.0,1013
88,88.0,1099
89,89.0,1194
90,90.0,1135
91,91.0,1124
92,92.0,1146
93,93.0,1159
94,94.0,1131
95,95.0,1107
96,96.0,999
97,97.0,980
98,98.0,896
99,99.0,880
100,100.0,796
101,101.0,719
102,102.0,744
103,103.0,693
104,104.0,691
105,105.0,612
106,106.0,633
107,107.0,580
108,108.0,556
109,109.0,586
110,110.0,548
111,111.0,557
112,112.0,613
113,113.0,613
114,114.0,651
115,115.0,783
116,116.0,801
117,117.0,907
118,118.0,1140
119,119.0,1267
120,120.0,1623
121,121.0,1896
122,122.0,2466
123,123.0,3037
124,124.0,3508
125,125.0,4151
126,126.0,4681
127,127.0,5116
128,128.0,5624
129,129.0,5891
130,130.0,5748
131,131.0,5544
132,132.0,5388
133,133.0,4918
134,134.0,4238
135,135.0,3525
136,136.0,3106
137,137.0,2464
138,138.0,1991
139,139.0,1676
140,140.0,1263
141,141.0,1073
142,142.0,869
143,143.0,732
144,144.0,631
145,145.0,522
146,146.0,488
147,147.0,442
148,148.0,456
149,149.0,444
150,150.0,412
151,151.0,432
152,152.0,387
153,153.0,369
154,154.0,396
155,155.0,384
156,156.0,430
157,157.0,433
158,158.0,410
159,159.0,423
160,160.0,397
161,161.0,417
162,162.0,447
163,163.0,462
164,164.0,484
165,165.0,457
166,166.0,475
167,167.0,505
168,168.0,505
169,169.0,562
170,170.0,555
