Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,151.2
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 01:36:04
End Time:,March 06, 2026, 01:38:36
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,0
13,13.0,0
14,14.0,0
15,15.0,16
16,16.0,29
17,17.0,35
18,18.0,43
19,19.0,38
20,20.0,39
21,21.0,49
22,22.0,58
23,23.0,52
24,24.0,77
25,25.0,54
26,26.0,76
27,27.0,86
28,28.0,111
29,29.0,100
30,30.0,109
31,31.0,107
32,32.0,97
33,33.0,95
34,34.0,101
35,35.0,118
36,36.0,106
37,37.0,90
38,38.0,96
39,39.0,103
40,40.0,90
41,41.0,106
42,42.0,112
43,43.0,102
44,44.0,103
45,45.0,102
46,46.0,82
47,47.0,92
48,48.0,65
49,49.0,62
50,50.0,68
51,51.0,92
52,52.0,73
53,53.0,59
54,54.0,69
55,55.0,67
56,56.0,62
57,57.0,75
58,58.0,87
59,59.0,72
60,60.0,85
61,61.0,87
62,62.0,83
63,63.0,99
64,64.0,86
65,65.0,97
66,66.0,106
67,67.0,112
68,68.0,119
69,69.0,124
70,70.0,120
71,71.0,135
72,72.0,168
73,73.0,186
74,74.0,223
75,75.0,299
76,76.0,289
77,77.0,338
78,78.0,375
79,79.0,416
80,80.0,395
81,81.0,402
82,82.0,391
83,83.0,409
84,84.0,350
85,85.0,332
86,86.0,342
87,87.0,377
88,88.0,418
89,89.0,450
90,90.0,506
91,91.0,550
92,92.0,593
93,93.0,642
94,94.0,595
95,95.0,603
96,96.0,623
97,97.0,530
98,98.0,560
99,99.0,517
100,100.0,508
101,101.0,431
102,102.0,454
103,103.0,414
104,104.0,393
105,105.0,384
106,106.0,360
107,107.0,362
108,108.0,356
109,109.0,344
110,110.0,347
111,111.0,350
112,112.0,350
113,113.0,367
114,114.0,375
115,115.0,398
116,116.0,532
117,117.0,557
118,118.0,713
119,119.0,811
120,120.0,1070
121,121.0,1355
122,122.0,1691
123,123.0,2140
124,124.0,2756
125,125.0,3214
126,126.0,3778
127,127.0,4259
128,128.0,4850
129,129.0,5079
130,130.0,5477
131,131.0,5335
132,132.0,5023
133,133.0,4677
134,134.0,4262
135,135.0,3796
136,136.0,3210
137,137.0,2650
138,138.0,2205
139,139.0,1808
140,140.0,1497
141,141.0,1301
142,142.0,1082
143,143.0,912
144,144.0,825
145,145.0,773
146,146.0,701
147,147.0,638
148,148.0,602
149,149.0,543
150,150.0,448
151,151.0,403
152,152.0,313
153,153.0,286
154,154.0,222
155,155.0,173
156,156.0,162
157,157.0,115
158,158.0,94
159,159.0,66
160,160.0,71
161,161.0,53
162,162.0,34
163,163.0,35
164,164.0,33
165,165.0,46
166,166.0,38
167,167.0,41
168,168.0,31
169,169.0,29
170,170.0,33
171,171.0,26
172,172.0,31
173,173.0,36
174,174.0,33
175,175.0,34
