Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,153.15
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 01:09:18
End Time:,March 06, 2026, 01:11:51
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,0
13,13.0,0
14,14.0,0
15,15.0,57
16,16.0,232
17,17.0,272
18,18.0,240
19,19.0,303
20,20.0,291
21,21.0,347
22,22.0,334
23,23.0,365
24,24.0,364
25,25.0,377
26,26.0,377
27,27.0,396
28,28.0,409
29,29.0,439
30,30.0,422
31,31.0,453
32,32.0,431
33,33.0,431
34,34.0,408
35,35.0,428
36,36.0,410
37,37.0,417
38,38.0,410
39,39.0,422
40,40.0,409
41,41.0,432
42,42.0,456
43,43.0,425
44,44.0,464
45,45.0,449
46,46.0,447
47,47.0,426
48,48.0,432
49,49.0,409
50,50.0,408
51,51.0,412
52,52.0,407
53,53.0,390
54,54.0,383
55,55.0,402
56,56.0,385
57,57.0,404
58,58.0,395
59,59.0,411
60,60.0,393
61,61.0,391
62,62.0,419
63,63.0,407
64,64.0,387
65,65.0,432
66,66.0,433
67,67.0,450
68,68.0,428
69,69.0,435
70,70.0,415
71,71.0,444
72,72.0,454
73,73.0,503
74,74.0,464
75,75.0,612
76,76.0,602
77,77.0,651
78,78.0,738
79,79.0,755
80,80.0,841
81,81.0,807
82,82.0,813
83,83.0,772
84,84.0,704
85,85.0,696
86,86.0,630
87,87.0,658
88,88.0,581
89,89.0,567
90,90.0,548
91,91.0,550
92,92.0,548
93,93.0,518
94,94.0,489
95,95.0,548
96,96.0,498
97,97.0,461
98,98.0,449
99,99.0,432
100,100.0,409
101,101.0,411
102,102.0,379
103,103.0,393
104,104.0,383
105,105.0,344
106,106.0,402
107,107.0,378
108,108.0,401
109,109.0,393
110,110.0,408
111,111.0,372
112,112.0,340
113,113.0,380
114,114.0,392
115,115.0,418
116,116.0,427
117,117.0,366
118,118.0,394
119,119.0,365
120,120.0,389
121,121.0,410
122,122.0,400
123,123.0,390
124,124.0,391
125,125.0,408
126,126.0,404
127,127.0,378
128,128.0,404
129,129.0,395
130,130.0,381
131,131.0,405
132,132.0,403
133,133.0,411
134,134.0,430
135,135.0,379
136,136.0,392
137,137.0,415
138,138.0,423
139,139.0,425
140,140.0,400
141,141.0,421
142,142.0,401
143,143.0,408
144,144.0,359
145,145.0,380
146,146.0,414
147,147.0,384
148,148.0,364
149,149.0,378
150,150.0,352
151,151.0,381
152,152.0,395
153,153.0,373
154,154.0,386
155,155.0,408
156,156.0,370
157,157.0,375
158,158.0,388
159,159.0,390
160,160.0,380
161,161.0,400
162,162.0,364
163,163.0,377
164,164.0,422
165,165.0,398
166,166.0,374
167,167.0,426
168,168.0,399
169,169.0,469
170,170.0,381
171,171.0,400
172,172.0,413
173,173.0,411
174,174.0,393
175,175.0,423
176,176.0,435
177,177.0,472
178,178.0,465
