Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,158.55
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 12:46:26
End Time:,March 06, 2026, 12:49:05
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,1
13,13.0,0
14,14.0,1
15,15.0,141
16,16.0,873
17,17.0,974
18,18.0,1076
19,19.0,1194
20,20.0,1200
21,21.0,1403
22,22.0,1677
23,23.0,2096
24,24.0,2933
25,25.0,4634
26,26.0,8139
27,27.0,14718
28,28.0,25745
29,29.0,39485
30,30.0,50789
31,31.0,53195
32,32.0,47616
33,33.0,35905
34,34.0,25238
35,35.0,17553
36,36.0,12084
37,37.0,8554
38,38.0,5895
39,39.0,3619
40,40.0,2296
41,41.0,1432
42,42.0,1081
43,43.0,905
44,44.0,785
45,45.0,828
46,46.0,870
47,47.0,931
48,48.0,1094
49,49.0,1172
50,50.0,1312
51,51.0,1404
52,52.0,1608
53,53.0,1656
54,54.0,1786
55,55.0,1818
56,56.0,1715
57,57.0,1740
58,58.0,1720
59,59.0,1671
60,60.0,1539
61,61.0,1381
62,62.0,1365
63,63.0,1353
64,64.0,1445
65,65.0,1575
66,66.0,1786
67,67.0,1876
68,68.0,2136
69,69.0,2229
70,70.0,2127
71,71.0,2066
72,72.0,2127
73,73.0,1935
74,74.0,2011
75,75.0,2094
76,76.0,2069
77,77.0,2229
78,78.0,2493
79,79.0,2709
80,80.0,3146
81,81.0,3793
82,82.0,4533
83,83.0,5367
84,84.0,6749
85,85.0,8045
86,86.0,9291
87,87.0,10317
88,88.0,11475
89,89.0,11498
90,90.0,11178
91,91.0,10243
92,92.0,8574
93,93.0,7124
94,94.0,5469
95,95.0,3979
96,96.0,2836
97,97.0,1987
98,98.0,1403
99,99.0,984
100,100.0,754
101,101.0,642
102,102.0,549
103,103.0,461
104,104.0,488
105,105.0,466
106,106.0,502
107,107.0,487
108,108.0,487
109,109.0,486
110,110.0,525
111,111.0,471
112,112.0,508
113,113.0,578
114,114.0,548
115,115.0,604
116,116.0,577
117,117.0,624
118,118.0,656
119,119.0,702
120,120.0,759
121,121.0,775
122,122.0,840
123,123.0,834
124,124.0,877
125,125.0,913
126,126.0,979
127,127.0,955
128,128.0,956
129,129.0,871
130,130.0,822
131,131.0,765
132,132.0,749
133,133.0,679
134,134.0,633
135,135.0,585
136,136.0,574
137,137.0,512
138,138.0,483
139,139.0,475
140,140.0,435
141,141.0,434
142,142.0,475
143,143.0,423
144,144.0,463
145,145.0,411
146,146.0,449
147,147.0,504
148,148.0,511
149,149.0,492
150,150.0,483
151,151.0,524
152,152.0,526
153,153.0,543
154,154.0,547
155,155.0,526
156,156.0,600
157,157.0,594
158,158.0,603
159,159.0,641
160,160.0,671
161,161.0,627
162,162.0,699
163,163.0,647
164,164.0,670
165,165.0,772
166,166.0,723
167,167.0,723
168,168.0,785
169,169.0,770
