Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,151.27
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 02:08:04
End Time:,March 06, 2026, 02:10:35
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,0
13,13.0,0
14,14.0,0
15,15.0,11
16,16.0,39
17,17.0,39
18,18.0,49
19,19.0,56
20,20.0,71
21,21.0,64
22,22.0,62
23,23.0,64
24,24.0,75
25,25.0,93
26,26.0,100
27,27.0,99
28,28.0,123
29,29.0,148
30,30.0,152
31,31.0,178
32,32.0,153
33,33.0,144
34,34.0,129
35,35.0,130
36,36.0,121
37,37.0,127
38,38.0,126
39,39.0,130
40,40.0,128
41,41.0,113
42,42.0,121
43,43.0,139
44,44.0,105
45,45.0,98
46,46.0,93
47,47.0,82
48,48.0,87
49,49.0,72
50,50.0,104
51,51.0,89
52,52.0,86
53,53.0,74
54,54.0,87
55,55.0,75
56,56.0,80
57,57.0,92
58,58.0,109
59,59.0,86
60,60.0,83
61,61.0,111
62,62.0,101
63,63.0,102
64,64.0,128
65,65.0,116
66,66.0,111
67,67.0,152
68,68.0,145
69,69.0,138
70,70.0,175
71,71.0,194
72,72.0,209
73,73.0,231
74,74.0,240
75,75.0,323
76,76.0,325
77,77.0,434
78,78.0,419
79,79.0,409
80,80.0,496
81,81.0,458
82,82.0,468
83,83.0,412
84,84.0,406
85,85.0,419
86,86.0,462
87,87.0,442
88,88.0,492
89,89.0,560
90,90.0,625
91,91.0,611
92,92.0,615
93,93.0,607
94,94.0,677
95,95.0,613
96,96.0,599
97,97.0,531
98,98.0,574
99,99.0,497
100,100.0,486
101,101.0,473
102,102.0,448
103,103.0,405
104,104.0,390
105,105.0,398
106,106.0,348
107,107.0,355
108,108.0,340
109,109.0,358
110,110.0,374
111,111.0,384
112,112.0,330
113,113.0,393
114,114.0,429
115,115.0,557
116,116.0,591
117,117.0,697
118,118.0,871
119,119.0,1052
120,120.0,1406
121,121.0,1791
122,122.0,2241
123,123.0,2613
124,124.0,3225
125,125.0,3804
126,126.0,4264
127,127.0,4743
128,128.0,5071
129,129.0,5388
130,130.0,5321
131,131.0,5181
132,132.0,4841
133,133.0,4397
134,134.0,3866
135,135.0,3251
136,136.0,2754
137,137.0,2192
138,138.0,1820
139,139.0,1559
140,140.0,1270
141,141.0,1026
142,142.0,889
143,143.0,824
144,144.0,785
145,145.0,716
146,146.0,629
147,147.0,554
148,148.0,477
149,149.0,477
150,150.0,407
151,151.0,330
152,152.0,266
153,153.0,190
154,154.0,189
155,155.0,148
156,156.0,126
157,157.0,87
158,158.0,74
159,159.0,80
160,160.0,63
161,161.0,52
162,162.0,59
163,163.0,46
164,164.0,52
165,165.0,50
166,166.0,42
167,167.0,54
168,168.0,35
169,169.0,45
170,170.0,38
171,171.0,48
172,172.0,52
173,173.0,41
174,174.0,30
175,175.0,49
