Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,153.16
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 01:12:11
End Time:,March 06, 2026, 01:14:44
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,1
12,12.0,1
13,13.0,0
14,14.0,1
15,15.0,56
16,16.0,242
17,17.0,276
18,18.0,266
19,19.0,276
20,20.0,334
21,21.0,344
22,22.0,344
23,23.0,381
24,24.0,396
25,25.0,396
26,26.0,404
27,27.0,366
28,28.0,475
29,29.0,429
30,30.0,427
31,31.0,432
32,32.0,459
33,33.0,435
34,34.0,455
35,35.0,451
36,36.0,394
37,37.0,407
38,38.0,424
39,39.0,422
40,40.0,430
41,41.0,421
42,42.0,435
43,43.0,448
44,44.0,480
45,45.0,449
46,46.0,465
47,47.0,392
48,48.0,413
49,49.0,400
50,50.0,419
51,51.0,403
52,52.0,425
53,53.0,403
54,54.0,369
55,55.0,438
56,56.0,372
57,57.0,386
58,58.0,380
59,59.0,412
60,60.0,389
61,61.0,402
62,62.0,408
63,63.0,407
64,64.0,363
65,65.0,371
66,66.0,413
67,67.0,398
68,68.0,406
69,69.0,470
70,70.0,441
71,71.0,424
72,72.0,482
73,73.0,459
74,74.0,508
75,75.0,590
76,76.0,597
77,77.0,696
78,78.0,782
79,79.0,798
80,80.0,747
81,81.0,795
82,82.0,814
83,83.0,812
84,84.0,748
85,85.0,707
86,86.0,634
87,87.0,614
88,88.0,585
89,89.0,589
90,90.0,541
91,91.0,529
92,92.0,545
93,93.0,544
94,94.0,551
95,95.0,499
96,96.0,531
97,97.0,456
98,98.0,480
99,99.0,418
100,100.0,375
101,101.0,405
102,102.0,382
103,103.0,409
104,104.0,390
105,105.0,397
106,106.0,401
107,107.0,398
108,108.0,400
109,109.0,369
110,110.0,360
111,111.0,373
112,112.0,352
113,113.0,376
114,114.0,389
115,115.0,354
116,116.0,357
117,117.0,401
118,118.0,400
119,119.0,399
120,120.0,374
121,121.0,399
122,122.0,389
123,123.0,371
124,124.0,401
125,125.0,368
126,126.0,397
127,127.0,428
128,128.0,405
129,129.0,416
130,130.0,387
131,131.0,405
132,132.0,417
133,133.0,453
134,134.0,421
135,135.0,406
136,136.0,386
137,137.0,397
138,138.0,346
139,139.0,338
140,140.0,414
141,141.0,405
142,142.0,391
143,143.0,356
144,144.0,372
145,145.0,392
146,146.0,369
147,147.0,394
148,148.0,384
149,149.0,414
150,150.0,419
151,151.0,374
152,152.0,388
153,153.0,386
154,154.0,401
155,155.0,376
156,156.0,394
157,157.0,368
158,158.0,406
159,159.0,403
160,160.0,410
161,161.0,394
162,162.0,386
163,163.0,385
164,164.0,400
165,165.0,401
166,166.0,403
167,167.0,423
168,168.0,401
169,169.0,456
170,170.0,386
171,171.0,403
172,172.0,386
173,173.0,417
174,174.0,412
175,175.0,442
176,176.0,464
177,177.0,419
178,178.0,486
