Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,153.21
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 12:54:09
End Time:,March 06, 2026, 12:56:43
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,0
12,12.0,0
13,13.0,0
14,14.0,0
15,15.0,37
16,16.0,269
17,17.0,263
18,18.0,281
19,19.0,284
20,20.0,376
21,21.0,362
22,22.0,337
23,23.0,388
24,24.0,367
25,25.0,388
26,26.0,425
27,27.0,401
28,28.0,414
29,29.0,432
30,30.0,474
31,31.0,429
32,32.0,469
33,33.0,456
34,34.0,442
35,35.0,434
36,36.0,383
37,37.0,430
38,38.0,422
39,39.0,440
40,40.0,433
41,41.0,434
42,42.0,462
43,43.0,452
44,44.0,436
45,45.0,482
46,46.0,444
47,47.0,498
48,48.0,436
49,49.0,461
50,50.0,409
51,51.0,391
52,52.0,399
53,53.0,442
54,54.0,383
55,55.0,415
56,56.0,389
57,57.0,397
58,58.0,390
59,59.0,435
60,60.0,399
61,61.0,375
62,62.0,441
63,63.0,393
64,64.0,397
65,65.0,406
66,66.0,415
67,67.0,467
68,68.0,423
69,69.0,426
70,70.0,456
71,71.0,470
72,72.0,468
73,73.0,536
74,74.0,571
75,75.0,561
76,76.0,597
77,77.0,627
78,78.0,766
79,79.0,771
80,80.0,761
81,81.0,804
82,82.0,875
83,83.0,763
84,84.0,758
85,85.0,666
86,86.0,683
87,87.0,633
88,88.0,603
89,89.0,613
90,90.0,596
91,91.0,561
92,92.0,575
93,93.0,559
94,94.0,527
95,95.0,538
96,96.0,522
97,97.0,514
98,98.0,498
99,99.0,448
100,100.0,418
101,101.0,418
102,102.0,441
103,103.0,394
104,104.0,370
105,105.0,412
106,106.0,364
107,107.0,345
108,108.0,371
109,109.0,389
110,110.0,388
111,111.0,360
112,112.0,402
113,113.0,392
114,114.0,387
115,115.0,411
116,116.0,370
117,117.0,428
118,118.0,381
119,119.0,396
120,120.0,357
121,121.0,410
122,122.0,399
123,123.0,374
124,124.0,415
125,125.0,386
126,126.0,368
127,127.0,383
128,128.0,449
129,129.0,433
130,130.0,361
131,131.0,411
132,132.0,447
133,133.0,408
134,134.0,395
135,135.0,394
136,136.0,413
137,137.0,402
138,138.0,437
139,139.0,409
140,140.0,411
141,141.0,378
142,142.0,396
143,143.0,422
144,144.0,398
145,145.0,400
146,146.0,410
147,147.0,403
148,148.0,394
149,149.0,375
150,150.0,418
151,151.0,377
152,152.0,373
153,153.0,425
154,154.0,414
155,155.0,416
156,156.0,387
157,157.0,423
158,158.0,407
159,159.0,400
160,160.0,418
161,161.0,375
162,162.0,397
163,163.0,425
164,164.0,409
165,165.0,400
166,166.0,428
167,167.0,451
168,168.0,442
169,169.0,430
170,170.0,422
171,171.0,421
172,172.0,393
173,173.0,432
174,174.0,415
175,175.0,413
176,176.0,430
177,177.0,420
178,178.0,455
