Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.56
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:,0.0,1.0
Calibration Channels:,373,630
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,153.19
Elapsed Live Time:,150.0
Start Time:,March 06, 2026, 12:50:57
End Time:,March 06, 2026, 12:53:31
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,0.0,0
1,1.0,0
2,2.0,0
3,3.0,0
4,4.0,0
5,5.0,0
6,6.0,0
7,7.0,0
8,8.0,0
9,9.0,0
10,10.0,0
11,11.0,1
12,12.0,0
13,13.0,0
14,14.0,0
15,15.0,35
16,16.0,230
17,17.0,276
18,18.0,289
19,19.0,297
20,20.0,329
21,21.0,354
22,22.0,351
23,23.0,359
24,24.0,401
25,25.0,401
26,26.0,414
27,27.0,421
28,28.0,412
29,29.0,412
30,30.0,486
31,31.0,486
32,32.0,490
33,33.0,436
34,34.0,363
35,35.0,427
36,36.0,392
37,37.0,445
38,38.0,403
39,39.0,427
40,40.0,428
41,41.0,482
42,42.0,465
43,43.0,445
44,44.0,463
45,45.0,454
46,46.0,451
47,47.0,458
48,48.0,445
49,49.0,413
50,50.0,414
51,51.0,430
52,52.0,374
53,53.0,406
54,54.0,377
55,55.0,399
56,56.0,421
57,57.0,424
58,58.0,399
59,59.0,426
60,60.0,403
61,61.0,429
62,62.0,401
63,63.0,383
64,64.0,414
65,65.0,409
66,66.0,412
67,67.0,447
68,68.0,419
69,69.0,450
70,70.0,491
71,71.0,442
72,72.0,472
73,73.0,479
74,74.0,545
75,75.0,567
76,76.0,586
77,77.0,690
78,78.0,768
79,79.0,743
80,80.0,830
81,81.0,859
82,82.0,807
83,83.0,750
84,84.0,722
85,85.0,706
86,86.0,595
87,87.0,653
88,88.0,575
89,89.0,568
90,90.0,625
91,91.0,588
92,92.0,552
93,93.0,562
94,94.0,572
95,95.0,540
96,96.0,527
97,97.0,483
98,98.0,479
99,99.0,432
100,100.0,405
101,101.0,398
102,102.0,399
103,103.0,406
104,104.0,380
105,105.0,409
106,106.0,367
107,107.0,369
108,108.0,378
109,109.0,403
110,110.0,376
111,111.0,406
112,112.0,385
113,113.0,406
114,114.0,379
115,115.0,368
116,116.0,389
117,117.0,390
118,118.0,372
119,119.0,407
120,120.0,375
121,121.0,396
122,122.0,444
123,123.0,431
124,124.0,364
125,125.0,395
126,126.0,375
127,127.0,437
128,128.0,377
129,129.0,390
130,130.0,376
131,131.0,406
132,132.0,473
133,133.0,403
134,134.0,427
135,135.0,394
136,136.0,420
137,137.0,372
138,138.0,408
139,139.0,404
140,140.0,396
141,141.0,370
142,142.0,362
143,143.0,385
144,144.0,404
145,145.0,414
146,146.0,397
147,147.0,375
148,148.0,399
149,149.0,397
150,150.0,384
151,151.0,399
152,152.0,394
153,153.0,414
154,154.0,383
155,155.0,399
156,156.0,380
157,157.0,391
158,158.0,405
159,159.0,405
160,160.0,411
161,161.0,366
162,162.0,398
163,163.0,442
164,164.0,435
165,165.0,449
166,166.0,410
167,167.0,393
168,168.0,415
169,169.0,419
170,170.0,409
171,171.0,412
172,172.0,427
173,173.0,437
174,174.0,415
175,175.0,434
176,176.0,472
177,177.0,453
178,178.0,486
